price,year,mileage,make,model,body,age,mileage_per_year,high_mileage
13210,2019,23000,mercedes-benz,sl-class,convertible,6,3833.3333333333335,0
17000,2020,10700,mercedes-benz,other,,5,2140.0,0
28100,2020,78000,chevrolet,camaro,coupe,5,15600.0,0
18070,2020,107000,chevrolet,camaro,coupe,5,21400.0,0
29600,2020,117000,chevrolet,camaro,convertible,5,23400.0,0
25200,2019,87000,chevrolet,chevelle,coupe,6,14500.0,0
12890,2020,72000,chevrolet,el camino,standard cab pickup,5,14400.0,0
14750,2020,116000,chevrolet,impala,coupe,5,23200.0,0
1080,2020,203100,dodge,durango,suv,5,40620.0,1
10800,2019,32000,dodge,ram 2500,extended cab pickup,6,5333.333333333333,0
19600,2020,118000,chevrolet,chevelle,coupe,5,23600.0,0
5060,2020,97000,ford,bronco ii,suv,5,19400.0,0
10000,2020,121000,ford,bronco,suv,5,24200.0,0
4350,2020,61000,ford,f-250,extended cab pickup,5,12200.0,0
2640,2020,149000,ford,f-250,extended cab pickup,5,29800.0,0
10000,2020,59000,ford,f-250,extended cab pickup,5,11800.0,0
15100,2020,120000,ford,f-250,extended cab pickup,5,24000.0,0
12100,2020,205000,ford,f-250,extended cab pickup,5,41000.0,1
8400,2020,89000,ford,f-250,extended cab pickup,5,17800.0,0
11100,2020,150000,ford,f-350,crew cab pickup,5,30000.0,0
6700,2020,139000,ford,f-250,crew cab pickup,5,27800.0,0
6500,2020,207000,ford,f-250,extended cab pickup,5,41400.0,1
3780,2020,166000,ford,e-series van,cargo van,5,33200.0,1
5200,2020,104000,chevrolet,camaro,coupe,5,20800.0,0
4650,2020,78000,chevrolet,corvette,convertible,5,15600.0,0
8500,2020,119000,chevrolet,blazer,suv,5,23800.0,0
6680,2020,16000,chevrolet,el camino,standard cab pickup,5,3200.0,0
7020,2020,55000,chevrolet,c/k pickup 1500,standard cab pickup,5,11000.0,0
11450,2020,99000,gmc,jimmy,suv,5,19800.0,0
10400,2020,105000,chevrolet,trailblazer,suv,5,21000.0,0
11200,2020,32000,gmc,sierra 1500,standard cab pickup,5,6400.0,0
10100,2019,190000,jeep,wagoneer,wagon,6,31666.666666666668,1
4600,2020,167000,jeep,wagoneer,wagon,5,33400.0,1
12600,2020,102000,chevrolet,caprice,coupe,5,20400.0,0
5100,2020,42000,chevrolet,camaro,coupe,5,8400.0,0
2280,2020,100000,chevrolet,camaro,coupe,5,20000.0,0
8100,2020,144000,volkswagen,rabbit,sedan,5,28800.0,0
8100,2020,67000,chevrolet,corvette,coupe,5,13400.0,0
6600,2020,22000,chevrolet,corvette,coupe,5,4400.0,0
4900,2020,74000,chevrolet,corvette,coupe,5,14800.0,0
15000,2020,12000,chevrolet,camaro,coupe,5,2400.0,0
1880,2020,130457,pontiac,firebird,coupe,5,26091.4,0
5660,2020,88000,pontiac,firebird,coupe,5,17600.0,0
8700,2019,97000,pontiac,trans am,coupe,6,16166.666666666666,0
6600,2020,117000,pontiac,trans am,coupe,5,23400.0,0
9300,2020,22000,pontiac,trans am,coupe,5,4400.0,0
10100,2020,83000,pontiac,trans am,coupe,5,16600.0,0
42000,2019,18000,oldsmobile,442,coupe,6,3000.0,0
6650,2020,104000,dodge,ramcharger,suv,5,20800.0,0
3810,2020,180000,chevrolet,suburban,suv,5,36000.0,1
3250,2020,214000,chevrolet,tahoe,suv,5,42800.0,1
19100,2020,71000,buick,century,coupe,5,14200.0,0
4560,2020,52000,bmw,z3,convertible,5,10400.0,0
6750,2020,125000,cadillac,fleetwood,sedan,5,25000.0,0
8200,2020,148000,cadillac,deville,coupe,5,29600.0,0
29100,2020,0,ford,fairlane,coupe,5,0.0,0
8700,2020,50000,mercury,cougar,coupe,5,10000.0,0
12170,2020,82000,mercury,cougar,coupe,5,16400.0,0
19220,2020,119000,porsche,911,targa,5,23800.0,0
2560,2020,0,replica/kit makes,1991 kit car,convertible,5,0.0,0
9400,2020,46000,ford,ranch wagon,wagon,5,9200.0,0
75000,2020,48000,plymouth,cuda 440-6pac v-code,coupe,5,9600.0,0
1280,2020,71000,chrysler,new yorker,coupe,5,14200.0,0
4050,2020,88000,ford,f-150,standard cab pickup,5,17600.0,0
5700,2020,118000,ford,f-250,standard cab pickup,5,23600.0,0
9600,2020,85000,toyota,land cruiser,suv,5,17000.0,0
19350,2020,77000,toyota,4runner,suv,5,15400.0,0
21100,2020,86000,international harvester,scout,suv,5,17200.0,0
8100,2020,47000,plymouth,road runner,coupe,5,9400.0,0
4150,2020,152000,land rover,range rover,suv,5,30400.0,1
8800,2020,84000,rolls-royce,silver spirit/spur/dawn,sedan,5,16800.0,0
6100,2020,107000,rolls-royce,silver spru,sedan,5,21400.0,0
65100,2019,750,chevrolet,nomad,wagon,6,125.0,0
9100,2020,50000,dodge,power wagon,standard cab pickup,5,10000.0,0
14200,2020,134000,bmw,m3,coupe,5,26800.0,0
5960,2020,60000,mercedes-benz,400-series,coupe,5,12000.0,0
4150,2020,104000,mercedes-benz,s-class,sedan,5,20800.0,0
20000,2019,142000,volkswagen,eurovan,van camper,6,23666.666666666668,0
10800,2019,0,chevrolet,c-10,standard cab pickup,6,0.0,0
11100,2019,0,chevrolet,c-10,standard cab pickup,6,0.0,0
5600,2019,0,volkswagen,bus/vanagon,standard passenger van,6,0.0,0
10000,2019,113000,bmw,m5,sedan,6,18833.333333333332,0
13100,2020,20000,pontiac,le mans,convertible,5,4000.0,0
8600,2019,0,chevrolet,other pickups,pickup truck,6,0.0,0
11660,2019,70000,chevrolet,impala,other,6,11666.666666666666,0
16510,2020,88000,chevrolet,camaro,,5,17600.0,0
15200,2019,24127,jeep,wrangler,suv,6,4021.1666666666665,0
13900,2019,60771,jeep,wrangler,suv,6,10128.5,0
9000,2019,0,jeep,wrangler,suv,6,0.0,0
10300,2019,35505,jeep,wrangler,suv,6,5917.5,0
9000,2019,23529,ford,thunderbird,convertible,6,3921.5,0
7600,2019,81000,ford,f-450,,6,13500.0,0
7600,2020,155859,ford,f-450,pickup truck,5,31171.8,1
19100,2019,118048,ford,f-350,,6,19674.666666666668,0
16300,2019,111620,ford,f-250,pickup truck,6,18603.333333333332,0
8900,2019,188604,ford,f-150,pickup truck,6,31434.0,1
3750,2019,0,ford,f-150,pickup truck,6,0.0,0
10000,2019,19000,ford,f-150,pickup truck,6,3166.6666666666665,0
7100,2019,158000,ford,f-250,pickup truck,6,26333.333333333332,1
6100,2019,263000,ford,f-250,pickup truck,6,43833.333333333336,1
6550,2019,78123,chevrolet,corvette,coupe,6,13020.5,0
7700,2019,101375,chevrolet,silverado 2500,pickup truck,6,16895.833333333332,0
5300,2019,177000,chevrolet,silverado 2500,pickup truck,6,29500.0,1
3560,2019,195001,chevrolet,silverado 2500,pickup truck,6,32500.166666666668,1
13090,2019,206256,chevrolet,silverado 3500,pickup truck,6,34376.0,1
5100,2020,118920,gmc,acadia,suv,5,23784.0,0
9200,2020,120308,cadillac,escalade,suv,5,24061.6,0
10100,2019,88155,cadillac,escalade,suv,6,14692.5,0
12100,2019,98982,jeep,wrangler,suv,6,16497.0,0
3650,2020,158000,jeep,wrangler,suv,5,31600.0,1
6600,2019,177112,jeep,wrangler,suv,6,29518.666666666668,1
15150,2020,23000,pontiac,firebird,coupe,5,4600.0,0
8750,2019,148304,dodge,challenger,coupe,6,24717.333333333332,0
2200,2019,100000,ford,crown victoria,sedan,6,16666.666666666668,0
7250,2019,73000,chevrolet,k10,,6,12166.666666666666,0
6000,2019,39174,volkswagen,jetta,wagon,6,6529.0,0
6600,2019,95000,ford,mustang,,6,15833.333333333334,0
19850,2019,92000,chevrolet,bel air/150/210,,6,15333.333333333334,0
3090,2019,187053,subaru,forester,suv,6,31175.5,1
6200,2019,91272,mercedes-benz,500-series,,6,15212.0,0
4350,2019,78176,mercedes-benz,slk-class,convertible,6,13029.333333333334,0
10100,2020,153392,volkswagen,eurovan,minivan/van,5,30678.4,1
6100,2020,100000,austin healey,100-6,convertible,5,20000.0,0
3050,2020,99000,triumph,tr4,convertible,5,19800.0,0
9000,2020,218900,ram,1500,pickup,5,43780.0,1
6500,2019,258000,ford,excursion,suv,6,43000.0,1
11300,2020,205556,ford,f-250 super duty,pickup,5,41111.2,1
4630,2019,281700,ford,f-250,crew cab pickup,6,46950.0,1
7750,2020,122000,ford,f-100,standard cab pickup,5,24400.0,0
600,2020,155000,mazda,cx-7,sport utility,5,31000.0,1
32000,2020,75500,maserati,gran turismo,coupe,5,15100.0,0
6000,2020,47210,chevrolet,camaro,coupe,5,9442.0,0
2550,2020,239000,toyota,prius,sedan,5,47800.0,1
3500,2019,88928,ford,escape,suv,6,14821.333333333334,0
10000,2019,24494,volkswagen,other,coupe,6,4082.3333333333335,0
10100,2019,0,chevrolet,c-10,short bed / step side,6,0.0,0
3370,2019,1,pontiac,gto,convertible,6,0.16666666666666666,0
1200,2019,164000,pontiac,parisienne,sedan,6,27333.333333333332,1
2510,2019,0,cadillac,series 62,convertible,6,0.0,0
1280,2020,190000,dodge,ram 1500,standard cab pickup,5,38000.0,1
11300,2019,69309,cadillac,eldorado,convertible,6,11551.5,0
2500,2019,101322,mercedes-benz,c-class,convertible,6,16887.0,0
7800,2019,168000,jeep,cherokee,suv,6,28000.0,1
4000,2020,283612,toyota,other,,5,56722.4,1
10000,2019,62000,jeep,cj,jeep,6,10333.333333333334,0
2030,2019,9999,chevrolet,bel air/150/210,coupe,6,1666.5,0
6500,2020,114950,audi,s8,sedan,5,22990.0,0
7000,2019,289000,dodge,ram 2500,,6,48166.666666666664,1
6500,2020,100000,dodge,dart,,5,20000.0,0
670,2019,259000,volvo,240,sedan,6,43166.666666666664,1
2480,2020,193000,volvo,240,wagon,5,38600.0,1
1110,2019,358750,volvo,240,wagon,6,59791.666666666664,1
4500,2019,23000,cadillac,eldorado,,6,3833.3333333333335,0
2670,2019,130000,ford,f-250,styleside,6,21666.666666666668,0
10000,2019,81900,dodge,charger,sedan,6,13650.0,0
8100,2019,79800,land rover,defender,convertible,6,13300.0,0
19600,2019,165000,land rover,defender,suv,6,27500.0,1
17100,2020,160057,land rover,defender,standard cab pickup,5,32011.4,1
17200,2019,48900,nissan,gt-r,,6,8150.0,0
24600,2020,45000,nissan,gt-r,,5,9000.0,0
13700,2020,49700,toyota,land cruiser,suv,5,9940.0,0
4250,2019,249000,gmc,yukon,suv,6,41500.0,1
620,2020,90023,jaguar,xjs,coupe,5,18004.6,0
1730,2019,0,datsun,z-series,coupe,6,0.0,0
510,2020,193000,honda,civic,sedan,5,38600.0,1
1590,2019,60000,triumph,other,convertible,6,10000.0,0
10200,2019,42000,lotus,other,coupe,6,7000.0,0
6000,2019,111000,sunbeam,alpine,,6,18500.0,0
10350,2020,10500,pontiac,solstice,convertible,5,2100.0,0
9100,2019,89000,mercedes-benz,500-series,coupe,6,14833.333333333334,0
510,2019,200000,honda,civic,sedan,6,33333.333333333336,1
2500,2019,209500,honda,cr-v,suv,6,34916.666666666664,1
9000,2020,152000,audi,tt,coupe,5,30400.0,1
11750,2019,12896,chevrolet,c-10,small back window,6,2149.3333333333335,0
710,2019,174,chevrolet,camaro,coupe,6,29.0,0
7500,2020,99999,chevrolet,other pickups,standard cab pickup,5,19999.8,0
3300,2019,89010,honda,civic,sedan,6,14835.0,0
2130,2019,1,chevrolet,blazer,suv,6,0.16666666666666666,0
4550,2020,13851,cadillac,fleetwood,,5,2770.2,0
17100,2019,0,chevrolet,nova,coupe,6,0.0,0
3030,2020,220500,lexus,sc,coupe,5,44100.0,1
36900,2019,95500,gmc,savana,extended passenger van,6,15916.666666666666,0
4950,2020,132200,mercedes-benz,cl-class,coupe,5,26440.0,0
12300,2019,500,chevrolet,nova,sedan,6,83.33333333333333,0
4380,2019,157000,ford,f-350,crew cab pickup,6,26166.666666666668,1
30600,2020,35000,aston martin,db9,coupe,5,7000.0,0
1530,2019,43000,chevrolet,other,,6,7166.666666666667,0
2050,2019,97148,alfa romeo,alfetta,fastback,6,16191.333333333334,0
10100,2020,27697,ford,e-series van,van camper,5,5539.4,0
8600,2019,85600,chevrolet,corvette,coupe,6,14266.666666666666,0
30100,2019,24000,ford,other,convertible,6,4000.0,0
7260,2019,70000,austin,somerset,sedan,6,11666.666666666666,0
4000,2020,20000,chevrolet,other,sedan,5,4000.0,0
6100,2020,77000,bmw,2002,coupe,5,15400.0,0
1830,2019,154046,subaru,tribeca,suv,6,25674.333333333332,1
54400,2019,3775,chevrolet,corvette,coupe,6,629.1666666666666,0
39980,2019,13976,nissan,titan,pickup truck,6,2329.3333333333335,0
7870,2019,82271,mazda,mx-5 miata,convertible,6,13711.833333333334,0
71980,2019,8182,nissan,gt-r,coupe,6,1363.6666666666667,0
69880,2019,17031,nissan,gt-r,coupe,6,2838.5,0
8700,2019,127000,chevrolet,avalanche,crew cab pickup,6,21166.666666666668,0
1000,2020,198531,ford,e-series van,,5,39706.2,1
1100,2019,248711,jeep,cherokee,suv,6,41451.833333333336,1
800,2020,109232,lincoln,mark series,,5,21846.4,0
1000,2020,142341,chrysler,pacifica,station wagon,5,28468.2,0
2220,2019,93710,dodge,ram van,,6,15618.333333333334,0
1650,2019,86112,dodge,ram van,,6,14352.0,0
3050,2019,142813,ford,e-series van,van camper,6,23802.166666666668,0
115000,2019,550,dodge,challenger,coupe,6,91.66666666666667,0
3920,2019,78000,chevrolet,c-10,,6,13000.0,0
12610,2020,85000,chevrolet,c/k pickup 1500,,5,17000.0,0
15200,2020,78900,porsche,911,convertible,5,15780.0,0
530,2019,0,nash,special,,6,0.0,0
2180,2019,134967,chrysler,sebring,sedan,6,22494.5,0
3800,2019,131835,dodge,sprinter,cargo van,6,21972.5,0
5900,2019,160765,dodge,sprinter,regular cab chassis-cab,6,26794.166666666668,1
27500,2019,49475,audi,rs4,sedan,6,8245.833333333334,0
17900,2019,2000,chevrolet,camaro,coupe,6,333.3333333333333,0
3700,2020,2500,ford,thunderbird,coupe,5,500.0,0
2350,2019,133538,ford,focus,sedan,6,22256.333333333332,0
3540,2020,112375,buick,riviera,coupe,5,22475.0,0
24660,2020,68858,rolls-royce,silver seraph,sedan,5,13771.6,0
4250,2019,104936,bmw,7-series,sedan,6,17489.333333333332,0
8100,2019,78000,chevrolet,impala,coupe,6,13000.0,0
3910,2020,58000,ford,taurus,sedan,5,11600.0,0
10000,2019,98354,porsche,914,,6,16392.333333333332,0
5500,2019,50525,mg,midget,convertible,6,8420.833333333334,0
4350,2019,136599,chevrolet,camaro,coupe,6,22766.5,0
18000,2019,65000,cadillac,xts,limousine,6,10833.333333333334,0
22500,2019,81000,cadillac,xts,limousine,6,13500.0,0
15980,2020,38582,lexus,sc,convertible,5,7716.4,0
4350,2019,103856,infiniti,g35,coupe,6,17309.333333333332,0
2800,2020,0,ford,other pickups,1/2 ton,5,0.0,0
4550,2020,149200,subaru,baja,utility,5,29840.0,0
26500,2019,102438,bmw,other,coupe,6,17073.0,0
1650,2020,132451,dodge,charger,sedan,5,26490.2,0
3570,2019,132000,volkswagen,routan,suv,6,22000.0,0
29950,2019,45650,lotus,esprit,coupe,6,7608.333333333333,0
38500,2020,13000,delorean,dmc-12,coupe,5,2600.0,0
33000,2019,27340,delorean,dmc-12,coupe,6,4556.666666666667,0
34950,2019,23672,delorean,dmc-12,coupe,6,3945.3333333333335,0
3500,2019,112500,bmw,3-series,coupe,6,18750.0,0
6100,2019,114000,buick,skylark,coupe,6,19000.0,0
57600,2019,14100,nissan,gt-r,coupe,6,2350.0,0
5500,2020,146483,mercedes-benz,500-series,classic car,5,29296.6,0
22500,2020,8912,porsche,speedster,--,5,1782.4,0
24300,2020,23800,chevrolet,corvette,american muscle car,5,4760.0,0
18500,2020,49000,ford,f-250,truck,5,9800.0,0
17400,2020,75000,pontiac,trans am,--,5,15000.0,0
39900,2020,37907,pontiac,gto,american muscle car,5,7581.4,0
65100,2020,2400,volkswagen,bus/vanagon,--,5,480.0,0
22500,2020,82430,porsche,928,classic car,5,16486.0,0
18500,2020,85000,volkswagen,bus/vanagon,--,5,17000.0,0
49900,2020,1823,ford,bronco,american muscle car,5,364.6,0
5500,2020,74500,bmw,3-series,2dr car,5,14900.0,0
7100,2020,112000,mercedes-benz,300-series,--,5,22400.0,0
5050,2020,80500,mercedes-benz,300-series,sedan,5,16100.0,0
38900,2020,26233,mercedes-benz,s-class,4dr car,5,5246.6,0
17700,2020,18988,mini,countryman,sport utility,5,3797.6,0
69900,2020,50722,porsche,911,2dr car,5,10144.4,0
14000,2020,63527,porsche,944,--,5,12705.4,0
3800,2020,41750,chrysler,tc by maserati,--,5,8350.0,0
15200,2020,79068,mercedes-benz,200-series,sedan,5,15813.6,0
12100,2020,78346,triumph,spitfire,convertible,5,15669.2,0
13750,2020,117126,volkswagen,beetle - classic,sedan,5,23425.2,0
2630,2019,121483,saab,9-3,convertible,6,20247.166666666668,0
6000,2019,52000,volkswagen,beetle - classic,,6,8666.666666666666,0
3000,2019,129500,mercedes-benz,300-series,w123 4 door,6,21583.333333333332,0
570,2019,179000,honda,del sol,2dr,6,29833.333333333332,1
11100,2020,0,chevrolet,impala,,5,0.0,0
2230,2019,145978,mazda,mx-5 miata,convertible,6,24329.666666666668,0
3100,2020,191925,nissan,titan,king cab 4 door,5,38385.0,1
3300,2019,73000,cadillac,allante,convertible,6,12166.666666666666,0
5500,2019,146000,jeep,wrangler,,6,24333.333333333332,0
630,2019,187790,mercedes-benz,s-class,4dr car,6,31298.333333333332,1
920,2019,146000,saab,9-3,convertible,6,24333.333333333332,0
1630,2020,21604,ford,mustang,coupe,5,4320.8,0
3650,2019,0,ford,other pickups,standard cab pickup,6,0.0,0
6450,2019,49000,chrysler,sebring,convertible,6,8166.666666666667,0
9950,2019,81000,chrysler,sebring,convertible,6,13500.0,0
7950,2020,55000,chrysler,sebring,convertible,5,11000.0,0
8500,2019,102000,ford,thunderbird,convertible,6,17000.0,0
13950,2020,45000,ford,thunderbird,convertible,5,9000.0,0
13950,2020,64000,ford,thunderbird,convertible,5,12800.0,0
7950,2020,127000,ford,ranger,,5,25400.0,0
17750,2019,53000,chevrolet,corvette,convertible,6,8833.333333333334,0
7500,2019,69000,cadillac,cts,sedan,6,11500.0,0
6950,2019,49000,cadillac,eldorado,coupe,6,8166.666666666667,0
7950,2019,88000,cadillac,dts,sedan,6,14666.666666666666,0
5250,2020,106716,cadillac,dts,sedan,5,21343.2,0
4750,2020,83000,cadillac,dts,sedan,5,16600.0,0
5950,2020,94000,cadillac,dts,sedan,5,18800.0,0
6450,2019,82000,cadillac,dts,sedan,6,13666.666666666666,0
6750,2019,102000,cadillac,dts,sedan,6,17000.0,0
4950,2019,74000,cadillac,dts,sedan,6,12333.333333333334,0
7850,2019,74000,cadillac,dts,,6,12333.333333333334,0
7450,2020,57000,cadillac,dts,sedan,5,11400.0,0
8950,2020,84000,cadillac,dts,sedan,5,16800.0,0
13700,2020,99000,cadillac,escalade,suv,5,19800.0,0
5950,2019,48000,lincoln,town car,sedan,6,8000.0,0
5450,2019,119000,lincoln,town car,sedan,6,19833.333333333332,0
6450,2020,67000,lincoln,town car,sedan,5,13400.0,0
4100,2018,105000,lincoln,town car,sedan,7,15000.0,0
5100,2019,84000,lincoln,town car,sedan,6,14000.0,0
7450,2020,88000,lincoln,town car,sedan,5,17600.0,0
5750,2019,90000,lincoln,town car,sedan,6,15000.0,0
4500,2020,96000,lincoln,town car,sedan,5,19200.0,0
6450,2020,89000,lincoln,town car,sedan,5,17800.0,0
5950,2019,109000,lincoln,town car,sedan,6,18166.666666666668,0
6300,2019,115000,lincoln,town car,sedan,6,19166.666666666668,0
6300,2019,71000,lincoln,town car,sedan,6,11833.333333333334,0
5950,2019,56000,lincoln,town car,sedan,6,9333.333333333334,0
3850,2019,112000,lincoln,town car,sedan,6,18666.666666666668,0
3950,2020,111000,lincoln,town car,sedan,5,22200.0,0
6450,2020,73000,lincoln,town car,sedan,5,14600.0,0
14950,2020,76000,chevrolet,camaro,convertible,5,15200.0,0
6950,2020,73000,buick,lacrosse,sedan,5,14600.0,0
10600,2020,81000,lincoln,town car,sedan,5,16200.0,0
6450,2019,28000,mercury,grand marquis,sedan,6,4666.666666666667,0
3950,2019,92000,mercury,grand marquis,sedan,6,15333.333333333334,0
7500,2020,75000,mercury,grand marquis,sedan,5,15000.0,0
4550,2019,37000,toyota,solara,convertible,6,6166.666666666667,0
6450,2019,62000,lincoln,mkz/zephyr,sedan,6,10333.333333333334,0
6950,2020,113000,mercedes-benz,m-class,suv,5,22600.0,0
16050,2019,90000,mercedes-benz,gl-class,suv,6,15000.0,0
20950,2020,77000,mercedes-benz,gl-class,suv,5,15400.0,0
12950,2019,83000,mazda,mx-5 miata,hard top convertible,6,13833.333333333334,0
8450,2019,28000,lexus,es,sedan,6,4666.666666666667,0
13750,2020,54000,lexus,es 350,sedan,5,10800.0,0
10950,2020,104000,lexus,ls,sedan,5,20800.0,0
9950,2020,104000,lexus,ls,sedan,5,20800.0,0
5200,2019,135000,lexus,ls,sedan,6,22500.0,0
10350,2019,77000,lexus,ls,sedan,6,12833.333333333334,0
15950,2019,79000,lexus,ls,sedan,6,13166.666666666666,0
13750,2019,67000,lexus,sc,hard top convertible,6,11166.666666666666,0
7200,2019,94000,ford,transit connect,work van,6,15666.666666666666,0
7000,2019,94000,ford,transit connect,cargo van,6,15666.666666666666,0
3700,2019,89000,jaguar,xj,sedan,6,14833.333333333334,0
17450,2020,54000,jaguar,xj,sedan,5,10800.0,0
5450,2019,99000,jaguar,xj,sedan,6,16500.0,0
7450,2020,107000,jaguar,xj,sedan,5,21400.0,0
10000,2019,83000,bmw,5-series,sedan,6,13833.333333333334,0
8450,2020,47000,mercedes-benz,slk-class,convertible,5,9400.0,0
6250,2019,98000,mercedes-benz,s-class,,6,16333.333333333334,0
5700,2020,105000,mercedes-benz,s-class,sedan,5,21000.0,0
11950,2020,60000,mercedes-benz,clk-class,convertible,5,12000.0,0
5250,2018,191000,mercedes-benz,e-class,sedan,7,27285.714285714286,1
6750,2019,118000,mercedes-benz,e-class,sedan,6,19666.666666666668,0
8300,2019,94000,mercedes-benz,slk-class,convertible,6,15666.666666666666,0
13950,2019,107000,mercedes-benz,s-class,,6,17833.333333333332,0
8200,2020,103000,porsche,cayenne,suv,5,20600.0,0
5850,2019,71000,ford,escape,,6,11833.333333333334,0
7000,2019,163304,ford,edge,suv,6,27217.333333333332,1
3000,2020,246806,dodge,ram 1500,crew cab pickup,5,49361.2,1
4000,2020,154634,ram,3500,pickup,5,30926.8,1
500,2019,119000,ford,f-250,,6,19833.333333333332,0
27500,2020,50,buick,grand national,,5,10.0,0
13420,2019,67999,international harvester,1200b,standard cab pickup,6,11333.166666666666,0
5150,2019,90000,volkswagen,rabbit,convertible,6,15000.0,0
12100,2020,54840,bmw,x5,suv,5,10968.0,0
1830,2020,259739,ford,f-150,extended cab pickup,5,51947.8,1
8500,2020,101500,bmw,x5,suv,5,20300.0,0
9900,2019,80500,chevrolet,g20 van,cargo/ conversion,6,13416.666666666666,0
6000,2020,106110,chrysler,town & country,minivan,5,21222.0,0
23000,2019,67890,chevrolet,corvette,coupe,6,11315.0,0
3300,2020,140000,ford,mustang,sports roof,5,28000.0,0
15290,2019,99999,ford,model a,,6,16666.5,0
820,2019,87000,nissan,sentra,sedan,6,14500.0,0
22000,2019,750,speedster,356,convertible,6,125.0,0
8100,2019,0,chevrolet,chevelle,convertible,6,0.0,0
11400,2020,74000,jaguar,xj,sedan,5,14800.0,0
34500,2019,45500,maserati,gran turismo,convertible,6,7583.333333333333,0
24300,2020,82475,ford,bronco,coupe,5,16495.0,0
2550,2019,131031,chevrolet,express,extended passenger van,6,21838.5,0
7500,2019,18000,honda,accord,coupe,6,3000.0,0
12000,2020,21543,ford,customline,4 door,5,4308.6,0
3000,2020,189000,honda,civic,sedan,5,37800.0,1
13200,2019,84000,chevrolet,el camino,coupe,6,14000.0,0
30100,2020,44000,lexus,rx,suv,5,8800.0,0
20000,2019,105000,mercedes-benz,g-class,,6,17500.0,0
2500,2019,138000,saab,9-7x,suv,6,23000.0,0
5310,2019,131000,mercedes-benz,500-series,convertible,6,21833.333333333332,0
790,2019,158022,dodge,ram 1500,extended quad cab pickup,6,26337.0,1
10800,2019,400,chevrolet,other pickups,standard cab pickup,6,66.66666666666667,0
17910,2019,100000,chevrolet,other pickups,standard cab pickup,6,16666.666666666668,0
11100,2020,106000,ram,1500,crew cab pickup,5,21200.0,0
1200,2019,124280,nissan,altima,sedan,6,20713.333333333332,0
4100,2020,65000,chevrolet,chevelle,coupe,5,13000.0,0
5150,2020,221000,chevrolet,silverado 1500,standard cab pickup,5,44200.0,1
12200,2020,32583,ford,mustang,coupe,5,6516.6,0
8000,2019,99000,gmc,sierra 1500,standard cab pickup,6,16500.0,0
1000,2019,130000,chevrolet,camaro,,6,21666.666666666668,0
4600,2019,78500,mitsubishi,outlander sport,,6,13083.333333333334,0
4000,2019,58000,hyundai,genesis,sedan,6,9666.666666666666,0
2500,2019,45000,ford,other,,6,7500.0,0
8100,2019,109000,toyota,tacoma,standard cab pickup,6,18166.666666666668,0
2080,2019,22297,buick,lacrosse,,6,3716.1666666666665,0
2550,2019,275000,ford,f-250,extended cab pickup,6,45833.333333333336,1
2050,2019,325000,toyota,tundra,extended cab pickup,6,54166.666666666664,1
8600,2020,116000,ford,mustang,coupe,5,23200.0,0
6200,2019,140000,chevrolet,silverado 3500,,6,23333.333333333332,0
13920,2019,84,volkswagen,other,standard cab pickup,6,14.0,0
9100,2020,54370,pontiac,grand prix,sports car,5,10874.0,0
8500,2020,87000,chevrolet,biscayne,sedan,5,17400.0,0
8200,2018,78000,ford,galaxie,fastback,7,11142.857142857143,0
2500,2019,119000,mg,mgb,hatchback,6,19833.333333333332,0
3650,2019,133000,toyota,land cruiser,,6,22166.666666666668,0
20000,2019,57701,chevrolet,blazer,suv,6,9616.833333333334,0
27880,2019,1,chevrolet,other pickups,,6,0.16666666666666666,0
5500,2019,60000,porsche,boxster,,6,10000.0,0
17500,2019,20974,jeep,wrangler,suv,6,3495.6666666666665,0
2000,2019,100000,dodge,ram 1500,extended cab pickup,6,16666.666666666668,0
3750,2019,143188,toyota,rav4,,6,23864.666666666668,0
12950,2019,121100,honda,odyssey,minivan,6,20183.333333333332,0
35100,2019,24700,tesla,model s,,6,4116.666666666667,0
12000,2019,0,dodge,dart,,6,0.0,0
5500,2019,96500,ford,c-max,hatchback,6,16083.333333333334,0
4830,2019,149500,ford,c-max,hatchback,6,24916.666666666668,0
5450,2019,121884,volkswagen,cc,sedan,6,20314.0,0
43100,2019,8245,ford,mustang,2dr car,6,1374.1666666666667,0
52700,2019,167000,mercedes-benz,sl-class,convertible,6,27833.333333333332,1
10100,2020,103000,ford,mustang,convertible,5,20600.0,0
44500,2020,21000,austin healey,3000,convertible,5,4200.0,0
13400,2020,56000,austin healey,3000,convertible,5,11200.0,0
25900,2020,31000,triumph,tr2,convertible,5,6200.0,0
18600,2019,9172,mercedes-benz,e-class,sedan,6,1528.6666666666667,0
8190,2019,98800,mercedes-benz,e-class,sedan,6,16466.666666666668,0
8500,2019,0,ford,deluxe,coupe,6,0.0,0
7250,2019,113850,mercedes-benz,sl-class,convertible,6,18975.0,0
4350,2019,37565,chevrolet,chevelle,coupe,6,6260.833333333333,0
5200,2019,70000,chevrolet,chevelle,coupe,6,11666.666666666666,0
8600,2020,85000,chevrolet,impala,convertible,5,17000.0,0
7200,2019,101000,cadillac,eldorado,convertible,6,16833.333333333332,0
4950,2020,47000,cadillac,fleetwood,,5,9400.0,0
5600,2019,99000,cadillac,eldorado,,6,16500.0,0
6000,2019,100000,cadillac,eldorado,convertible,6,16666.666666666668,0
7600,2019,86700,cadillac,eldorado,convertible,6,14450.0,0
