price,year,mileage,make,model,body,age,mileage_per_year,high_mileage
5500,2020,35686,toyota,echo,sedan,5,7137.2,0
5900,2020,49158,toyota,other,sedan,5,9831.6,0
8900,2019,53929,toyota,celica,coupe,6,8988.166666666666,0
7900,2020,51541,lexus,es,sedan,5,10308.2,0
10900,2019,50407,lexus,ls,sedan,6,8401.166666666666,0
12500,2020,58598,lexus,ls,sedan,5,11719.6,0
11900,2019,66620,lexus,ls,sedan,6,11103.333333333334,0
9900,2019,37668,lexus,rx,suv,6,6278.0,0
5900,2019,16226,chevrolet,aveo,sedan,6,2704.3333333333335,0
7900,2019,38371,jaguar,xj8,sedan,6,6395.166666666667,0
5900,2020,63343,jaguar,xj8,sedan,5,12668.6,0
12500,2020,39238,jaguar,xk,coupe,5,7847.6,0
6790,2020,41173,jaguar,s-type,sedan,5,8234.6,0
7300,2019,26701,jaguar,x-type,sedan,6,4450.166666666667,0
9900,2020,56400,jaguar,xjs,convertible,5,11280.0,0
6900,2019,79982,honda,cr-v,suv,6,13330.333333333334,0
6790,2020,72418,honda,cr-v,suv,5,14483.6,0
5900,2020,61541,bmw,z3,convertible,5,12308.2,0
7500,2019,70080,bmw,x5,suv,6,11680.0,0
9900,2019,11500,mercedes-benz,e-class,sedan,6,1916.6666666666667,0
8900,2020,57777,mercedes-benz,slk-class,convertible,5,11555.4,0
5800,2019,40596,mercedes-benz,c-class,coupe,6,6766.0,0
10500,2019,41174,mercedes-benz,e-class,sedan,6,6862.333333333333,0
7900,2020,148209,volkswagen,eurovan,minivan/van,5,29641.8,0
4010,2019,74950,volkswagen,passat,wagon,6,12491.666666666666,0
5900,2020,42505,saab,9-5,sedan,5,8501.0,0
3900,2019,70455,saab,9-5,sedan,6,11742.5,0
5900,2020,60525,saab,9-3,convertible,5,12105.0,0
6900,2019,49075,saab,9-3,convertible,6,8179.166666666667,0
4900,2020,76507,volvo,v70,wagon,5,15301.4,0
4900,2020,68737,chrysler,other,convertible,5,13747.4,0
10700,2020,91993,bmw,5-series,sedan,5,18398.6,0
12400,2020,94795,mercedes-benz,e-class,sedan,5,18959.0,0
13800,2019,97312,bmw,x5,sport utility,6,16218.666666666666,0
10500,2019,97,audi,q7,sport utility,6,16.166666666666668,0
10500,2019,77,audi,a4,station wagon,6,12.833333333333334,0
14600,2020,159749,toyota,land cruiser,suv,5,31949.8,1
16980,2019,165313,dodge,ram 2500,crew cab pickup,6,27552.166666666668,1
24980,2019,39166,ford,e-series van,extended passenger van,6,6527.666666666667,0
15500,2020,122209,ford,bronco,suv,5,24441.8,0
9500,2020,219052,ford,f-250,crew cab pickup,5,43810.4,1
13980,2020,51376,ford,e-series van,extended passenger van,5,10275.2,0
15800,2019,125199,ford,f-250,crew cab pickup,6,20866.5,0
15500,2019,153901,ford,f-350,crew cab pickup,6,25650.166666666668,1
12100,2019,134533,chevrolet,express,wagon,6,22422.166666666668,0
8500,2020,228067,chevrolet,express,wagon,5,45613.4,1
7700,2020,164988,chevrolet,silverado 3500,extended cab pickup,5,32997.6,1
5050,2020,207036,chevrolet,express,wagon,5,41407.2,1
10500,2019,10576,chevrolet,c/k pickup 3500,standard cab pickup,6,1762.6666666666667,0
6980,2019,149922,chevrolet,express,wagon,6,24987.0,0
10900,2019,307499,chevrolet,silverado 3500,crew cab pickup,6,51249.833333333336,1
6600,2019,307071,gmc,savana,wagon,6,51178.5,1
8100,2019,183695,gmc,savana,wagon,6,30615.833333333332,1
5000,2019,265401,gmc,sierra 3500,standard cab pickup,6,44233.5,1
8800,2020,177979,chevrolet,tahoe,suv,5,35595.8,1
13980,2020,170847,gmc,sierra 2500,crew cab pickup,5,34169.4,1
5000,2019,150770,jeep,cherokee,suv,6,25128.333333333332,1
8800,2020,106688,jeep,cherokee,suv,5,21337.6,0
12500,2019,139075,jeep,grand cherokee,suv,6,23179.166666666668,0
11800,2019,94565,dodge,grand caravan,minivan,6,15760.833333333334,0
13000,2019,45634,dodge,grand caravan,minivan,6,7605.666666666667,0
12500,2019,60235,gmc,sierra 1500,extended cab pickup,6,10039.166666666666,0
17980,2019,181857,dodge,ram 2500,crew cab pickup,6,30309.5,1
13700,2020,147572,chevrolet,silverado 1500,crew cab pickup,5,29514.4,0
13980,2019,140764,toyota,tacoma,crew cab pickup,6,23460.666666666668,0
8800,2019,118904,toyota,tacoma,extended cab pickup,6,19817.333333333332,0
20500,2019,120669,hummer,h2,suv,6,20111.5,0
14100,2019,63634,toyota,tundra,extended cab pickup,6,10605.666666666666,0
10800,2019,148256,toyota,tundra,crew cab pickup,6,24709.333333333332,0
10500,2019,149241,toyota,tundra,crew cab pickup,6,24873.5,0
15200,2019,93767,toyota,sienna,minivan,6,15627.833333333334,0
15800,2019,41044,toyota,tacoma,extended cab pickup,6,6840.666666666667,0
9100,2020,172423,toyota,tacoma,extended cab pickup,5,34484.6,1
10980,2019,125396,toyota,tacoma,extended cab pickup,6,20899.333333333332,0
13800,2019,151639,toyota,tacoma,crew cab pickup,6,25273.166666666668,1
16400,2020,49958,toyota,tacoma,extended cab pickup,5,9991.6,0
15800,2020,190235,toyota,land cruiser,suv,5,38047.0,1
18300,2020,177307,toyota,land cruiser,suv,5,35461.4,1
6500,2019,180735,toyota,4runner,suv,6,30122.5,1
15900,2019,117719,toyota,pickup,standard cab pickup,6,19619.833333333332,0
9980,2019,197323,toyota,fj cruiser,suv,6,32887.166666666664,1
10100,2019,116040,toyota,4runner,suv,6,19340.0,0
17800,2020,142233,lexus,gx,suv,5,28446.6,0
15800,2020,163304,lexus,gx,suv,5,32660.8,1
16800,2020,150178,lexus,gx,suv,5,30035.6,1
16900,2019,125692,mercedes-benz,sprinter,wagon,6,20948.666666666668,0
18200,2019,75642,ford,bronco,suv,6,12607.0,0
33150,2020,47945,ford,bronco,suv,5,9589.0,0
8450,2020,84348,ford,mustang,coupe,5,16869.6,0
22300,2020,68000,chevrolet,c/k pickup 1500,standard cab pickup,5,13600.0,0
11200,2020,91900,jaguar,xj,sedan,5,18380.0,0
25100,2019,28,ford,mustang,convertible,6,4.666666666666667,0
4380,2019,28793,smart,fortwo,2 door,6,4798.833333333333,0
3150,2019,95045,dodge,durango,sport utility,6,15840.833333333334,0
8100,2019,56495,dodge,ram 2500,pick up,6,9415.833333333334,0
1530,2019,52302,chrysler,new yorker fifth avenue,4 door,6,8717.0,0
19100,2019,38006,ford,e-series van,full-size cargo van,6,6334.333333333333,0
9100,2020,158248,ford,e-series van,full-size cargo van,5,31649.6,1
8900,2020,145312,ford,e-series van,full-size cargo van,5,29062.4,0
9010,2020,98151,ford,e-series van,full-size cargo van,5,19630.2,0
4250,2019,91185,ford,explorer,sport utility,6,15197.5,0
5200,2020,143830,ford,excursion,sport utility,5,28766.0,0
9800,2019,177465,ford,excursion,sport utility,6,29577.5,1
20200,2019,195660,ford,excursion,sport utility,6,32610.0,1
6100,2019,147938,ford,f-250,crew cab pickup,6,24656.333333333332,0
6600,2019,134596,ford,f-250,extended cab pickup,6,22432.666666666668,0
12600,2019,48499,ford,f-250,extended cab pickup,6,8083.166666666667,0
7700,2019,115018,ford,f-150,crew cab pickup,6,19169.666666666668,0
9870,2019,134350,ford,f-150,extended cab pickup,6,22391.666666666668,0
7350,2019,227993,ford,f-150,crew cab pickup,6,37998.833333333336,1
11880,2020,115876,ford,f-350,crew cab pickup,5,23175.2,0
10000,2019,64102,chevrolet,impala,4 door impala ss,6,10683.666666666666,0
8000,2020,72335,chevrolet,corvette,--,5,14467.0,0
6300,2020,69939,chevrolet,corvette,--,5,13987.8,0
6100,2020,86805,pontiac,solstice,convertible,5,17361.0,0
4450,2020,89760,cadillac,cts,4dr car,5,17952.0,0
4990,2020,25281,cadillac,deville,4dr car,5,5056.2,0
3500,2019,88339,cadillac,deville,4dr car,6,14723.166666666666,0
5730,2019,94956,saturn,sky,convertible,6,15826.0,0
8900,2020,84588,chevrolet,express,full-size cargo van,5,16917.6,0
8000,2020,111210,chevrolet,express,full-size passenger van,5,22242.0,0
5900,2020,116784,chevrolet,express,full-size passenger van,5,23356.8,0
11400,2019,85112,chevrolet,express,full-size cargo van,6,14185.333333333334,0
8100,2019,160648,chevrolet,express,full-size cargo van,6,26774.666666666668,1
5350,2019,149409,chevrolet,c/k pickup 1500,regular cab pickup,6,24901.5,0
7400,2019,101384,gmc,yukon,sport utility,6,16897.333333333332,0
4550,2019,161696,chevrolet,tahoe,sport utility,6,26949.333333333332,1
5200,2020,128652,chevrolet,tahoe,sport utility,5,25730.4,0
3900,2019,126975,chevrolet,astro,"mini-van, passenger",6,21162.5,0
8610,2020,91808,gmc,1/2 ton pickups,short bed,5,18361.6,0
9500,2019,146795,gmc,sierra 3500,crew cab pickup,6,24465.833333333332,0
7010,2019,209989,cadillac,escalade,sport utility,6,34998.166666666664,1
3150,2019,99951,honda,accord,2dr car,6,16658.5,0
2830,2019,150020,jeep,cherokee,sport utility,6,25003.333333333332,1
3950,2019,117484,lincoln,town car,4dr car,6,19580.666666666668,0
4050,2020,91283,lincoln,town car,4dr car,5,18256.6,0
7800,2019,50401,lincoln,town car,4dr car,6,8400.166666666666,0
6100,2020,70071,lincoln,town car,4dr car,5,14014.2,0
2350,2020,71638,nissan,altima,4dr car,5,14327.6,0
6000,2020,98809,volkswagen,passat,4dr car,5,19761.8,0
6300,2020,94876,volkswagen,passat,4dr car,5,18975.2,0
6500,2020,99682,volkswagen,passat,4dr car,5,19936.4,0
7500,2020,96449,dodge,ram van,full-size cargo van,5,19289.8,0
5100,2019,122478,chevrolet,camaro,2dr car,6,20413.0,0
9800,2020,131813,chevrolet,silverado 1500,crew cab pickup,5,26362.6,0
5500,2020,136171,acura,mdx,sport utility,5,27234.2,0
4150,2019,150221,lincoln,town car,4dr car,6,25036.833333333332,1
4750,2019,61578,mercury,grand marquis,4dr car,6,10263.0,0
4600,2020,49859,mercury,grand marquis,4dr car,5,9971.8,0
6460,2019,50363,toyota,solara,2 door convertible,6,8393.833333333334,0
5300,2020,53484,toyota,solara,2 door convertible,5,10696.8,0
8200,2020,75067,lexus,rx,sport utility,5,15013.4,0
6250,2020,50696,chrysler,pt cruiser,convertible,5,10139.2,0
4250,2019,40437,chrysler,pt cruiser,convertible,6,6739.5,0
4150,2020,47517,chrysler,pt cruiser,convertible,5,9503.4,0
6230,2020,80232,gmc,yukon,sport utility,5,16046.4,0
7600,2020,124678,chevrolet,avalanche,crew cab pickup,5,24935.6,0
2430,2019,137981,chevrolet,suburban,sport utility,6,22996.833333333332,0
8500,2020,66965,chevrolet,suburban,sport utility,5,13393.0,0
6100,2019,155626,chevrolet,suburban,sport utility,6,25937.666666666668,1
5700,2019,138856,cadillac,escalade,sport utility,6,23142.666666666668,0
3900,2020,131825,volkswagen,jetta,4dr car,5,26365.0,0
6400,2019,89573,volkswagen,jetta,4dr car,6,14928.833333333334,0
7550,2019,86971,volkswagen,jetta,station wagon,6,14495.166666666666,0
2480,2019,66810,volkswagen,jetta,4dr car,6,11135.0,0
7700,2019,76443,volkswagen,jetta,station wagon,6,12740.5,0
3900,2019,69074,mercedes-benz,m-class,sport utility,6,11512.333333333334,0
6600,2019,56249,mercedes-benz,m-class,sport utility,6,9374.833333333334,0
5700,2020,56157,mercedes-benz,m-class,sport utility,5,11231.4,0
3900,2020,107312,mercedes-benz,m-class,sport utility,5,21462.4,0
1530,2019,175314,subaru,legacy,station wagon,6,29219.0,1
2550,2019,51875,toyota,camry,--,6,8645.833333333334,0
3500,2019,57714,toyota,sienna,5 door reg wb,6,9619.0,0
3200,2020,136813,saab,9-7x,sport utility,5,27362.6,0
4400,2020,270213,toyota,tundra,access cab,5,54042.6,1
7900,2019,82383,toyota,tundra,access cab,6,13730.5,0
6000,2020,128416,toyota,sequoia,4 door limited,5,25683.2,0
4300,2020,90641,toyota,sienna,5 door reg wb,5,18128.2,0
7200,2020,131041,toyota,sienna,5 door reg wb,5,26208.2,0
12680,2019,37432,toyota,tacoma,xtracab prerunner,6,6238.666666666667,0
8300,2020,50584,bmw,x5,sport utility,5,10116.8,0
4750,2019,87733,bmw,x5,sport utility,6,14622.166666666666,0
7600,2020,90613,bmw,x5,sport utility,5,18122.6,0
4850,2019,49415,subaru,forester,sport utility,6,8235.833333333334,0
3100,2019,127952,subaru,forester,sport utility,6,21325.333333333332,0
4360,2020,91984,acura,rl,4dr car,5,18396.8,0
3300,2020,131136,acura,rl,4dr car,5,26227.2,0
7100,2019,82220,acura,rl,4dr car,6,13703.333333333334,0
5700,2019,76998,mazda,mx-5 miata,convertible,6,12833.0,0
5100,2020,42884,mazda,mx-5 miata,convertible,5,8576.8,0
3550,2019,92570,nissan,pathfinder,sport utility,6,15428.333333333334,0
2950,2020,105043,infiniti,q45,4dr car,5,21008.6,0
2900,2020,118495,infiniti,qx4,sport utility,5,23699.0,0
6700,2020,85927,infiniti,fx,sport utility,5,17185.4,0
3200,2019,78230,toyota,cressida,--,6,13038.333333333334,0
2880,2020,176467,toyota,4runner,4 door sr5,5,35293.4,1
7000,2019,127286,toyota,4runner,4 door sr5,6,21214.333333333332,0
8300,2020,92048,toyota,4runner,4 door sr5,5,18409.6,0
6500,2019,119729,toyota,4runner,4 door limited,6,19954.833333333332,0
5350,2020,156729,toyota,4runner,4 door limited,5,31345.8,1
4750,2019,158879,toyota,4runner,4 door sr5,6,26479.833333333332,1
10200,2020,120743,toyota,4runner,4 door sr5,5,24148.6,0
7620,2020,135792,toyota,4runner,4 door limited,5,27158.4,0
6200,2019,161974,toyota,4runner,4 door limited,6,26995.666666666668,1
7500,2020,49964,lexus,gs,4dr car,5,9992.8,0
6200,2019,71496,lexus,ls,4dr car,6,11916.0,0
7170,2019,123691,toyota,prius v,wagon,6,20615.166666666668,0
8900,2019,114877,toyota,highlander,4 door,6,19146.166666666668,0
4350,2019,134426,toyota,highlander,4 door,6,22404.333333333332,0
4950,2020,131750,toyota,4runner,4 door sr5,5,26350.0,0
5200,2019,137861,toyota,4runner,4 door sr5,6,22976.833333333332,0
7200,2019,131147,lexus,hs,4dr car,6,21857.833333333332,0
5200,2020,90721,lexus,ls,4dr car,5,18144.2,0
5200,2019,143641,lexus,ls,4dr car,6,23940.166666666668,0
7600,2019,132157,lexus,sc,convertible,6,22026.166666666668,0
7600,2019,112142,lexus,rx,sport utility,6,18690.333333333332,0
7260,2020,125837,lexus,rx,sport utility,5,25167.4,0
3350,2020,55490,chevrolet,spark,4dr car,5,11098.0,0
2250,2019,56756,kia,sportage,sport utility,6,9459.333333333334,0
3700,2019,76486,jaguar,xj,4dr car,6,12747.666666666666,0
4650,2019,74239,jaguar,xk8,2dr car,6,12373.166666666666,0
3550,2019,63341,jaguar,s-type,4dr car,6,10556.833333333334,0
4810,2019,76538,jaguar,s-type,4dr car,6,12756.333333333334,0
3600,2020,78115,jaguar,xj,4dr car,5,15623.0,0
7100,2020,111713,jaguar,xjs,convertible,5,22342.6,0
5800,2019,129589,jaguar,xjs,--,6,21598.166666666668,0
7050,2020,80802,jaguar,xj,4dr car,5,16160.4,0
12370,2020,99292,jaguar,xj,4dr car,5,19858.4,0
6600,2020,115725,land rover,range rover,sport utility,5,23145.0,0
6100,2020,116374,land rover,discovery,sport utility,5,23274.8,0
9200,2020,22907,honda,cr-v,sport utility,5,4581.4,0
6100,2019,66167,audi,tt,convertible,6,11027.833333333334,0
4250,2020,98496,audi,tt,convertible,5,19699.2,0
7900,2019,74627,audi,tt,convertible,6,12437.833333333334,0
6100,2020,54251,audi,a4,convertible,5,10850.2,0
4700,2019,61237,audi,a4,convertible,6,10206.166666666666,0
7700,2020,66053,audi,a6,station wagon,5,13210.6,0
4000,2019,86527,bmw,3-series,convertible,6,14421.166666666666,0
3550,2019,72265,bmw,3-series,convertible,6,12044.166666666666,0
5500,2019,75422,bmw,3-series,convertible,6,12570.333333333334,0
4800,2019,74002,bmw,3-series,convertible,6,12333.666666666666,0
10150,2019,62740,bmw,z3,convertible,6,10456.666666666666,0
7900,2019,32272,bmw,z3,convertible,6,5378.666666666667,0
3610,2020,100924,bmw,5-series,4dr car,5,20184.8,0
4200,2019,117596,bmw,7-series,4dr car,6,19599.333333333332,0
6500,2019,106583,bmw,7-series,4dr car,6,17763.833333333332,0
4750,2019,127386,bmw,5-series,4dr car,6,21231.0,0
6200,2019,61851,bmw,3-series,4dr car,6,10308.5,0
10200,2019,114370,mercedes-benz,300-series,--,6,19061.666666666668,0
1080,2019,151768,mercedes-benz,190-series,--,6,25294.666666666668,1
2550,2020,155152,mercedes-benz,e-class,--,5,31030.4,1
4700,2019,87331,mercedes-benz,e-class,sedan,6,14555.166666666666,0
6500,2020,72914,mercedes-benz,sl-class,convertible,5,14582.8,0
11500,2019,45394,mercedes-benz,sl-class,convertible,6,7565.666666666667,0
7000,2020,81966,mercedes-benz,sl-class,convertible,5,16393.2,0
11700,2019,61393,mercedes-benz,sl-class,convertible,6,10232.166666666666,0
6000,2019,86887,mercedes-benz,sl-class,convertible,6,14481.166666666666,0
6200,2020,112699,mercedes-benz,sl-class,convertible,5,22539.8,0
8320,2019,100081,mercedes-benz,sl-class,convertible,6,16680.166666666668,0
7450,2019,113269,mercedes-benz,sl-class,convertible,6,18878.166666666668,0
7500,2019,57787,mercedes-benz,s-class,4dr car,6,9631.166666666666,0
5100,2020,96872,mercedes-benz,s-class,4dr car,5,19374.4,0
4950,2019,134529,mercedes-benz,e-class,4dr car,6,22421.5,0
8600,2020,107666,mercedes-benz,e-class,4dr car,5,21533.2,0
6300,2020,74798,mercedes-benz,slk-class,convertible,5,14959.6,0
3700,2019,88772,mercedes-benz,slk-class,convertible,6,14795.333333333334,0
6100,2020,36590,mercedes-benz,slk-class,convertible,5,7318.0,0
6400,2020,66491,mercedes-benz,slk-class,convertible,5,13298.2,0
7230,2019,39983,mercedes-benz,slk-class,convertible,6,6663.833333333333,0
4600,2020,79403,mercedes-benz,slk-class,convertible,5,15880.6,0
5700,2019,86850,mercedes-benz,slk-class,convertible,6,14475.0,0
6900,2019,46631,mercedes-benz,slk-class,convertible,6,7771.833333333333,0
7800,2020,32900,mercedes-benz,slk-class,convertible,5,6580.0,0
7200,2019,62244,mercedes-benz,slk-class,convertible,6,10374.0,0
5700,2020,72119,mercedes-benz,slk-class,convertible,5,14423.8,0
5500,2020,83851,mercedes-benz,slk-class,convertible,5,16770.2,0
8650,2019,46066,mercedes-benz,slk-class,convertible,6,7677.666666666667,0
7500,2019,102466,mercedes-benz,slk-class,convertible,6,17077.666666666668,0
7200,2020,83467,mercedes-benz,slk-class,convertible,5,16693.4,0
5700,2019,68534,mercedes-benz,clk-class,convertible,6,11422.333333333334,0
7200,2020,106737,mercedes-benz,clk-class,convertible,5,21347.4,0
4310,2020,57503,mercedes-benz,s-class,4dr car,5,11500.6,0
7360,2019,59614,mercedes-benz,s-class,4dr car,6,9935.666666666666,0
6830,2019,74697,mercedes-benz,s-class,4dr car,6,12449.5,0
5500,2020,183970,mercedes-benz,c-class,4dr car,5,36794.0,1
7800,2020,96436,mercedes-benz,c-class,4dr car,5,19287.2,0
5600,2019,72779,mercedes-benz,clk-class,convertible,6,12129.833333333334,0
8500,2020,38096,mercedes-benz,clk-class,convertible,5,7619.2,0
7590,2019,62561,mercedes-benz,clk-class,convertible,6,10426.833333333334,0
10700,2020,48771,mercedes-benz,clk-class,convertible,5,9754.2,0
8400,2019,76393,mercedes-benz,e-class,4dr car,6,12732.166666666666,0
7900,2020,136756,mercedes-benz,e-class,4dr car,5,27351.2,0
8100,2020,103337,mercedes-benz,e-class,4dr car,5,20667.4,0
8400,2019,120267,mercedes-benz,e-class,4dr car,6,20044.5,0
7850,2020,121524,mercedes-benz,e-class,4dr car,5,24304.8,0
7800,2019,127063,mercedes-benz,e-class,4dr car,6,21177.166666666668,0
6300,2019,86411,mercedes-benz,e-class,4dr car,6,14401.833333333334,0
8450,2020,28998,mercedes-benz,e-class,4dr car,5,5799.6,0
10000,2020,65867,mercedes-benz,e-class,4dr car,5,13173.4,0
8100,2019,35195,mercedes-benz,e-class,4dr car,6,5865.833333333333,0
10280,2020,45729,mercedes-benz,e-class,4dr car,5,9145.8,0
5040,2020,139328,mercedes-benz,e-class,station wagon,5,27865.6,0
5000,2019,116785,mercedes-benz,e-class,station wagon,6,19464.166666666668,0
5400,2020,132507,mercedes-benz,e-class,station wagon,5,26501.4,0
8120,2019,104115,mercedes-benz,e-class,station wagon,6,17352.5,0
7200,2019,107627,mercedes-benz,cls-class,4dr car,6,17937.833333333332,0
6500,2020,102418,mercedes-benz,cls-class,4dr car,5,20483.6,0
12900,2019,76993,mercedes-benz,e-class,4dr car,6,12832.166666666666,0
8400,2020,132607,mercedes-benz,s-class,4dr car,5,26521.4,0
8300,2019,124963,mercedes-benz,s-class,4dr car,6,20827.166666666668,0
7900,2020,40030,porsche,boxster,convertible,5,8006.0,0
7100,2019,83981,porsche,cayenne,sport utility,6,13996.833333333334,0
3800,2020,108082,volkswagen,golf,2dr car,5,21616.4,0
6850,2020,94295,volkswagen,golf,2dr car,5,18859.0,0
2550,2020,85911,volkswagen,passat,4dr car,5,17182.2,0
6500,2020,23565,volkswagen,passat,station wagon,5,4713.0,0
3550,2020,182088,saab,9000,4 door,5,36417.6,1
3600,2019,62760,saab,9-5,4dr car,6,10460.0,0
5300,2020,101638,saab,9-5,station wagon,5,20327.6,0
4400,2020,76505,saab,9-3,4dr car,5,15301.0,0
8100,2019,52716,saab,9-3,convertible,6,8786.0,0
7560,2020,53176,volvo,s60,4dr car,5,10635.2,0
7850,2020,67970,volvo,s80,4dr car,5,13594.0,0
6400,2020,57580,volvo,s80,4dr car,5,11516.0,0
4660,2020,93605,volvo,c70,convertible,5,18721.0,0
4250,2019,96857,volvo,v50,station wagon,6,16142.833333333334,0
2750,2019,72520,volvo,s60,4dr car,6,12086.666666666666,0
2900,2019,104780,volvo,v70,station wagon,6,17463.333333333332,0
4900,2020,106339,volvo,v70,station wagon,5,21267.8,0
3910,2020,85055,volvo,s80,4dr car,5,17011.0,0
3500,2019,124222,volvo,xc70,station wagon,6,20703.666666666668,0
3800,2019,39720,ford,focus,hatchback,6,6620.0,0
9000,2019,3500,toyota,corolla,sedan,6,583.3333333333334,0
4000,2019,121533,chevrolet,camaro,hatchback,6,20255.5,0
1500,2019,99999,plymouth,fury,convertible,6,16666.5,0
37300,2019,101142,porsche,911,2dr car,6,16857.0,0
2700,2019,126752,land rover,range rover,suv,6,21125.333333333332,0
2550,2019,84400,mercedes-benz,clk-class,convertible,6,14066.666666666666,0
3200,2019,90282,bmw,3-series,2dr,6,15047.0,0
21500,2019,66988,bmw,m3,convertible,6,11164.666666666666,0
1350,2019,41315,chevrolet,nova,2 door,6,6885.833333333333,0
15600,2019,19600,chevrolet,corvette,coupe,6,3266.6666666666665,0
9600,2018,63000,honda,s2000,convertible,7,9000.0,0
12100,2019,58470,ford,f-150,extended cab pickup,6,9745.0,0
5400,2019,59300,mazda,mx-5 miata,2d convertible,6,9883.333333333334,0
7600,2019,102000,toyota,4runner,suv,6,17000.0,0
5800,2018,84000,lexus,ls,sedan,7,12000.0,0
13900,2019,8532,volkswagen,beetle - classic,,6,1422.0,0
29900,2020,44920,ford,mustang,coupe,5,8984.0,0
6900,2019,82586,chevrolet,corvette,,6,13764.333333333334,0
34900,2019,16000,ford,cobra,,6,2666.6666666666665,0
5800,2019,147644,chevrolet,volt,hatchback,6,24607.333333333332,0
14180,2019,53132,dodge,grand caravan,minivan,6,8855.333333333334,0
5000,2019,65062,suzuki,samurai,--,6,10843.666666666666,0
9400,2019,115971,lincoln,navigator,,6,19328.5,0
5000,2019,216255,mercedes-benz,sprinter,wagon,6,36042.5,1
5000,2020,58734,mercury,grand marquis,limousine,5,11746.8,0
4000,2020,106329,mercury,grand marquis,limousine,5,21265.8,0
8200,2019,1,ford,f-150,standard cab pickup,6,0.16666666666666666,0
930,2019,299408,gmc,sierra 1500,standard cab pickup,6,49901.333333333336,1
37700,2019,16772,cadillac,escalade,suv,6,2795.3333333333335,0
19300,2019,134777,bmw,x6,suv,6,22462.833333333332,0
48900,2019,44600,acura,nsx,comptech widebody,6,7433.333333333333,0
540,2019,250000,volkswagen,beetle-new,coupe,6,41666.666666666664,1
3500,2020,129616,isuzu,trooper,suv,5,25923.2,0
2700,2020,193000,bmw,3-series,coupe,5,38600.0,1
5800,2019,61251,chevrolet,corvair,coupe,6,10208.5,0
9500,2020,35700,land rover,defender,suv,5,7140.0,0
500,2019,57174,ford,thunderbird,coupe,6,9529.0,0
5700,2019,51233,ford,mustang,convertible,6,8538.833333333334,0
6900,2019,81154,chevrolet,camaro,coupe,6,13525.666666666666,0
12000,2019,5000,ford,mustang,fastback,6,833.3333333333334,0
4000,2019,99999,ford,f-100,,6,16666.5,0
9900,2019,125000,ford,f-250,crew cab pickup,6,20833.333333333332,0
4200,2019,122328,chevrolet,corvette,coupe,6,20388.0,0
5200,2019,83452,jeep,cj,,6,13908.666666666666,0
3250,2019,16000,chevrolet,c-10,swb truck,6,2666.6666666666665,0
800,2019,180000,lincoln,navigator,,6,30000.0,1
3980,2019,195000,replica/kit makes,tc,coupe,6,32500.0,1
1200,2019,173878,mercedes-benz,300-series,convertible,6,28979.666666666668,1
2030,2019,57500,dodge,durango,suv,6,9583.333333333334,0
5000,2020,110956,infiniti,qx56,suv,5,22191.2,0
14500,2020,95071,porsche,cayman,hatchback,5,19014.2,0
12750,2019,155280,toyota,land cruiser,suv,6,25880.0,1
2380,2020,103860,chrysler,300 series,sedan,5,20772.0,0
15600,2020,81820,ford,mustang,,5,16364.0,0
7300,2020,45000,mercury,capri,hatchback,5,9000.0,0
24000,2019,75000,studebaker,silver hawk,coupe,6,12500.0,0
3700,2020,963,triumph,tr4a irs,coupe,5,192.6,0
1500,2019,51321,mercury,grand marquis,sedan,6,8553.5,0
9300,2019,12475,jeep,cherokee,suv,6,2079.1666666666665,0
16200,2020,165904,ford,e-series van,passenger van,5,33180.8,1
7750,2019,195341,ford,f-450,crew cab pickup,6,32556.833333333332,1
7300,2019,62170,bmw,x5,suv,6,10361.666666666666,0
740,2019,45299,pontiac,grand am,coupe,6,7549.833333333333,0
17000,2019,10000,toyota,rav4,suv,6,1666.6666666666667,0
20500,2019,15169,audi,a4,sedan,6,2528.1666666666665,0
3050,2020,149749,toyota,prius,hatchback,5,29949.8,0
5500,2019,145200,audi,a4,sedan,6,24200.0,0
13700,2020,89749,land rover,range rover,suv,5,17949.8,0
7100,2019,84000,audi,s6,,6,14000.0,0
26200,2019,42099,ford,deluxe,wagon,6,7016.5,0
7950,2019,0,chevrolet,other pickups,cab & chassis,6,0.0,0
5000,2019,50775,chevrolet,impala,sedan,6,8462.5,0
3850,2019,150000,mercury,other,wagon,6,25000.0,0
27000,2020,62000,hummer,h2,suv,5,12400.0,0
750,2020,97685,ford,mustang,convertible,5,19537.0,0
9600,2020,121700,chevrolet,express,,5,24340.0,0
6460,2019,69400,dodge,dart,sedan,6,11566.666666666666,0
16600,2020,188000,ford,excursion,suv,5,37600.0,1
9400,2020,182000,jeep,wrangler,suv,5,36400.0,1
29400,2019,28000,dodge,challenger,coupe,6,4666.666666666667,0
17920,2020,59000,chevrolet,camaro,coupe,5,11800.0,0
10100,2020,55800,chevrolet,blazer,suv,5,11160.0,0
13900,2020,101900,ford,f-150,standard cab pickup,5,20380.0,0
8100,2020,45000,ford,f-150,standard cab pickup,5,9000.0,0
8000,2020,47000,datsun,z-series,hatchback,5,9400.0,0
2960,2019,159000,chevrolet,other pickups,standard cab pickup,6,26500.0,1
95100,2019,18100,porsche,911,coupe,6,3016.6666666666665,0
2250,2020,240000,toyota,pickup,,5,48000.0,1
20100,2019,1715,ford,5 window coupe,coupe,6,285.8333333333333,0
